전용면적(㎡),계약년월,거래금액(만원),건축년도,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,서울특별시,세종특별자치시,울산광역시,인천광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,거래유형,평수
59.88,202301,57000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1137
84.83,202301,72700.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.661075
59.96,202301,60000.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1379
59.91,202301,75200.0,2007.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.122774999999997
75.01,202301,80000.0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.690525
84.98,202301,95000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.98,202301,98000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.98,202301,94000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.98,202301,98900.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.98,202301,104000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.99,202301,97000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.709474999999998
84.98,202301,99000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.99,202301,105000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.709474999999998
84.98,202301,105000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.98,202301,90000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.70645
140.62,202301,160000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.53755
24.27,202301,23000.0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3416749999999995
14.244,202301,10000.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.308809999999999
14.244,202301,10000.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.308809999999999
14.244,202301,9900.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.308809999999999
19.525,202301,13900.0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.906312499999999
30.42,202301,37000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.20205
18.92,202301,14000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7233
18.92,202301,13500.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7233
18.92,202301,13000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7233
14.76,202301,13700.0,2016.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.4649
48.98,202301,79000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.816449999999998
30.11,202301,41500.0,2016.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.108274999999999
59.98,202301,76000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.14395
59.9,202301,79000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.11975
59.98,202301,79000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.14395
59.98,202301,80000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.14395
84.97,202301,100000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.703425
84.97,202301,100000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.703425
59.98,202301,80000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.14395
59.96,202301,83000.0,2022.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1379
26.08,202301,32000.0,2009.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.889199999999999
58.59,202301,59500.0,1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.723475
59.99,202301,73000.0,2009.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.146975
59.99,202301,75000.0,2009.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.146975
84.5011,202301,89000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.561582749999996
14.89,202301,18800.0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.504225
84.972,202301,76000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.704029999999996
18.16,202301,29000.0,2020.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4934
84.84,202301,60000.0,2008.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.6641
84.84,202301,69500.0,2008.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.6641
59.99,202301,62000.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.146975
59.99,202301,62000.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.146975
12.775,202301,7800.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8644375
59.92,202301,51000.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1258
59.92,202301,51000.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1258
59.92,202301,55000.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1258
80.53,202301,51500.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.360325
84.87,202301,77000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.673175
84.87,202301,78000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.673175
58.42,202301,68500.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.67205
59.54,202301,67000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.010849999999998
84.87,202301,83000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.673175
133.275,202301,150000.0,2007.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.3156875
52.96,202301,47000.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0204
52.96,202301,47000.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0204
18.35,202301,11000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.5508750000000004
84.97,202301,106500.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.703425
114.3,202301,88000.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.57575
24.011,202301,24000.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2633275
24.319,202301,24000.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3564975
24.319,202301,24800.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3564975
24.011,202301,24000.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2633275
84.973,202301,82000.0,2007.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.7043325
114.96,202301,88000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.7754
84.86,202301,70500.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.67015
84.84,202301,73000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.6641
39.98,202301,43500.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.09395
39.98,202301,43000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.09395
59.13,202301,63000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.886825
39.98,202301,44000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.09395
39.98,202301,45000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.09395
16.04,202301,22000.0,2020.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.852099999999999
84.94,202301,65000.0,1992.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.69435
84.31,202301,95000.0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.503775
84.88,202301,102000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.676199999999998
59.82,202301,90000.0,1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.09555
124.77,202301,102000.0,1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.742925
84.95,202301,107000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.697375
45.43,202301,45000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.742574999999999
59.958,202301,62000.0,2002.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.137294999999998
59.9908,202301,88000.0,2021.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.147217
84.9787,202301,101000.0,2021.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.706056750000002
84.66,202301,114000.0,1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.60965
59.89,202301,69000.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.116725
12.42,202301,14200.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.75705
12.49,202301,17500.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.778225
12.42,202301,14500.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.75705
12.42,202301,14500.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.75705
12.42,202301,14400.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.75705
59.89,202301,82500.0,1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.116725
59.89,202301,78000.0,1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.116725
84.9827,202301,123000.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70726675
59.7879,202301,50000.0,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18.085839749999998
59.7827,202301,104000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.084266749999998
84.9704,202301,130000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.703546
84.9704,202301,129500.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.703546
84.96,202301,113000.0,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.7004
84.52,202301,72000.0,1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.5673
84.52,202301,72000.0,1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.5673
84.534,202301,86000.0,2010.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.571535
114.83,202301,108000.0,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.736075
84.9883,202301,84000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70896075
84.9883,202301,86000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70896075
132.735,202301,147500.0,2007.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.1523375
132.735,202301,147500.0,2007.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.1523375
105.84,202301,73000.0,1992.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.0166
58.59,202301,64000.0,1992.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.723475
84.6099,202301,118000.0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.59449475
84.6099,202301,112500.0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.59449475
84.94,202301,85500.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.69435
55.4561,202301,65500.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.775470249999998
133.3,202301,116000.0,2010.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.32325
84.99,202301,86000.0,1988.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.709474999999998
59.8718,202301,114000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1112195
84.33,202301,115000.0,1988.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.509825
114.44,202301,150000.0,1988.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.6181
59.511,202301,80650.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0020775
84.84,202301,139000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.6641
84.98,202301,123500.0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
59.74,202301,87000.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.07135
84.94,202301,115000.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.69435
59.97,202301,100000.0,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.140925
59.97,202301,105000.0,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.140925
114.98,202301,155000.0,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.78145
59.97,202301,106000.0,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.140925
59.9,202301,89500.0,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.11975
83.42,202301,120000.0,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23455
59.9,202301,105500.0,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.11975
59.959,202301,105000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.137597500000002
59.959,202301,106000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.137597500000002
191.872,202301,220000.0,2009.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58.04128
14.29,202301,16800.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.322724999999999
32.34,202301,26500.0,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.782850000000002
84.44,202301,147000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.5431
59.4,202301,95000.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.9685
12.88,202301,16800.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8962000000000003
84.98,202301,154500.0,2020.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.98,202301,154500.0,2020.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.99,202301,150000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.709474999999998
84.89,202301,89500.0,2010.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.679225
59.92,202301,78000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1258
59.92,202301,68000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1258
84.98,202301,80000.0,2010.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.94,202301,80000.0,2010.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.69435
50.03,202301,79000.0,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.134075
50.03,202301,82000.0,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.134075
50.03,202301,81000.0,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.134075
50.54,202301,84000.0,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.28835
50.54,202301,79000.0,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.28835
50.54,202301,86900.0,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.28835
50.54,202301,87500.0,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.28835
50.54,202301,88800.0,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.28835
59.87,202301,52000.0,1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.110674999999997
84.7,202301,88000.0,2009.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.62175
49.97,202301,64000.0,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.115924999999999
59.48,202301,84750.0,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.9927
84.96,202301,119000.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.7004
115.78,202301,185000.0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.02345
84.85,202301,88000.0,1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.667125
59.751,202301,114250.0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0746775
84.8919,202301,155000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.67979975
84.5978,202301,161500.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.5908345
59.9656,202301,120000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.139594
84.99,202301,105000.0,1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.709474999999998
84.995,202301,141000.0,2022.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.7109875
84.866,202301,144500.0,2022.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.671965
84.9422,202301,159000.0,2021.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.6950155
49.8,202301,65000.0,1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.064499999999999
84.6,202301,73000.0,1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.591499999999996
84.988,202301,144000.0,2007.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.708869999999997
59.21,202301,75000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.911025
84.97,202301,93000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.703425
114.82,202301,120000.0,1998.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.73305
114.98,202301,195000.0,2016.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.78145
84.97,202301,89000.0,2009.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.703425
59.79,202301,85000.0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.086475
59.79,202301,85000.0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.086475
59.79,202301,83500.0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.086475
59.981,202301,90000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1442525
59.981,202301,90000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1442525
59.4,202301,59000.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.9685
84.78,202301,55500.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.64595
59.4,202301,60000.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.9685
59.4,202301,60300.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.9685
83.38,202301,85000.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.22245
59.7,202301,61700.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18.05925
83.38,202301,90000.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.22245
129.27,202301,80000.0,1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,39.104175000000005
84.95,202301,94200.0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.697375
59.97,202301,84000.0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.140925
75.75,202301,67000.0,1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.914375
84.98,202301,70000.0,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.98,202301,70000.0,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
84.98,202301,124000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
59.85,202301,108000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.104625
84.93,202301,135000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.691325000000003
84.98,202301,153000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
59.85,202301,118500.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.104625
59.96,202301,67500.0,1999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1379
84.9738,202301,115000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.7045745
44.9401,202301,69500.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.59438025
84.74,202301,74000.0,1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.63385
84.706,202301,82000.0,2002.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.623565
13.642,202301,14600.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.126704999999999
13.642,202301,14850.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.126704999999999
84.8003,202301,85000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.652090749999996
84.8003,202301,90000.0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.652090749999996
114.63,202301,110000.0,1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.675574999999995
84.98,202301,105000.0,2008.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.70645
59.899,202301,73000.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1194475
84.747,202301,90000.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.6359675
54.54,202301,38000.0,1987.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.49835
84.96,202301,59500.0,1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.7004
58.64,202301,51000.0,1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.738599999999998
116.101,202301,50800.0,2002.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.120552499999995
84.9,202301,40500.0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.68225
83.61,202301,50000.0,1985.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.292025
84.63,202301,73000.0,2003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.600575
84.78,202301,69000.0,1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.64595
84.78,202301,65500.0,1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.64595
60.0,202301,57000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.15
84.9206,202301,95000.0,2020.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.688481499999998
101.31,202301,145000.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.646275
101.34,202301,159500.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.65535
84.87,202301,125000.0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.673175
84.85,202301,300000.0,2009.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.667125
84.93,202301,329000.0,2009.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.691325000000003
243.7,202301,368000.0,2007.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.71924999999999
47.7,202301,90000.0,2001.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.42925
